StudentId,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,House
3049,E,A,A,A,A,D,A,A,A,A,A,E,B,A,A,A,A,A,C,A,A,C,A,A,B,A,A,Ravenclaw
3050,E,A,A,A,A,D,A,A,A,A,A,E,B,A,A,A,A,A,A,A,D,B,A,A,B,A,A,Ravenclaw
3051,E,A,A,A,A,D,A,A,A,A,A,E,A,A,E,A,A,A,A,E,A,A,A,B,B,A,A,Ravenclaw
3052,E,A,A,A,A,D,A,A,A,A,A,E,A,C,A,A,A,B,A,A,A,A,A,C,A,A,C,Ravenclaw
3053,E,A,A,A,A,D,A,A,A,A,A,E,A,H,A,A,A,B,A,A,A,A,A,C,B,A,A,Ravenclaw
3054,E,A,A,A,A,D,A,A,A,A,A,E,A,H,A,A,A,B,A,A,A,B,A,A,B,A,A,Ravenclaw
3055,E,A,A,A,A,D,A,A,A,A,G,A,A,A,E,A,A,A,A,A,D,A,A,C,A,A,B,Ravenclaw
3056,E,A,A,A,A,D,A,A,A,A,G,A,A,A,E,A,A,A,A,A,E,A,C,A,B,A,A,Ravenclaw
3057,E,A,A,A,A,D,A,A,A,A,G,A,A,C,A,A,A,A,A,A,E,B,A,A,B,A,A,Ravenclaw
3058,E,A,A,A,A,E,A,A,A,A,A,D,A,B,A,A,A,A,C,A,A,B,A,A,A,A,C,Ravenclaw
3059,E,A,A,A,A,E,A,A,A,A,A,E,A,A,E,A,A,A,C,A,A,A,C,A,B,A,A,Ravenclaw
3060,E,A,A,A,A,E,A,A,A,A,D,A,A,C,A,A,C,A,A,A,A,A,B,A,C,A,A,Ravenclaw
3061,E,A,A,A,A,A,A,A,E,B,A,A,A,A,E,A,A,A,A,A,D,A,A,C,B,A,A,Ravenclaw
3062,E,A,A,A,A,A,A,A,E,A,A,B,A,A,E,A,A,A,C,A,A,A,A,B,A,B,A,Ravenclaw
3063,E,A,A,A,A,A,A,E,A,B,A,A,A,A,E,A,A,A,C,A,A,A,C,A,A,B,A,Ravenclaw
3064,E,A,A,A,A,A,A,E,A,B,A,A,G,A,A,A,A,A,C,A,A,C,A,A,A,A,B,Ravenclaw
3065,E,A,A,A,A,A,A,E,A,A,A,C,B,A,A,A,A,A,A,D,A,B,A,A,B,A,A,Ravenclaw
3066,E,A,A,A,A,A,A,E,A,D,A,A,A,A,B,A,A,B,A,A,A,B,A,A,A,B,A,Ravenclaw
3067,E,A,A,A,A,A,A,E,A,D,A,A,A,A,E,A,A,A,C,A,A,A,C,A,B,A,A,Ravenclaw
3068,E,A,A,A,A,A,A,E,A,D,A,A,A,A,E,B,A,A,A,A,A,A,C,A,A,B,A,Ravenclaw
3069,E,A,A,A,A,A,A,E,A,D,A,A,A,A,E,E,A,A,A,A,A,A,A,C,B,A,A,Ravenclaw
3070,E,A,A,A,A,A,A,E,A,A,A,F,A,H,A,A,E,A,A,A,A,B,A,A,A,B,A,Ravenclaw
3071,A,A,B,A,B,A,A,A,A,A,A,D,A,C,A,A,A,A,E,A,A,B,A,A,B,A,A,Slytherin
3072,A,A,B,A,B,A,A,A,A,A,A,E,F,A,A,A,D,A,A,A,A,A,B,A,A,A,B,Slytherin
3073,A,A,B,A,B,A,A,A,A,A,F,A,A,D,A,A,A,A,E,A,A,A,B,A,B,A,A,Slytherin
3074,A,A,B,A,B,A,A,A,A,A,G,A,C,A,A,A,A,A,A,E,A,A,A,C,A,A,B,Slytherin
3075,A,A,B,A,A,A,B,A,A,A,A,B,A,A,E,A,A,E,A,A,A,A,B,A,A,C,A,Slytherin
3076,A,A,B,A,A,A,B,A,A,C,A,A,A,A,H,A,A,A,A,C,A,A,B,A,A,C,A,Slytherin
3077,A,A,B,A,C,A,A,A,A,A,A,C,A,E,A,A,D,A,A,A,A,A,A,C,A,C,A,Slytherin
3078,A,A,B,A,C,A,A,A,A,A,C,A,A,G,A,A,A,A,A,A,B,A,A,B,A,A,C,Slytherin
3079,A,A,B,A,C,A,A,A,A,G,A,A,A,F,A,A,A,A,A,D,A,A,A,C,B,A,A,Slytherin
3080,A,A,B,A,A,A,C,A,A,A,B,A,A,E,A,A,C,A,A,A,A,C,A,A,A,A,B,Slytherin
3081,A,A,B,A,A,A,C,A,A,A,C,A,A,A,H,A,A,A,A,C,A,A,B,A,C,A,A,Slytherin
3082,A,A,B,A,A,A,D,A,A,A,B,A,A,G,A,A,A,D,A,A,A,A,B,A,A,C,A,Slytherin
3083,A,A,B,A,A,A,D,A,A,A,D,A,G,A,A,A,A,A,E,A,A,A,B,A,A,C,A,Slytherin
3084,A,A,B,A,A,B,A,A,A,A,A,C,A,F,A,B,A,A,A,A,A,A,A,B,A,A,C,Slytherin
3085,A,A,B,A,A,B,A,A,A,A,E,A,A,A,E,A,A,A,A,A,C,A,C,A,A,A,C,Slytherin
3086,A,A,B,A,A,A,A,A,B,A,A,B,A,A,F,A,A,A,A,E,A,A,A,C,C,A,A,Slytherin
3087,A,A,B,A,A,A,A,A,B,A,A,C,B,A,A,A,A,D,A,A,A,A,A,B,B,A,A,Slytherin
3088,A,A,B,A,A,A,A,A,B,A,A,D,A,A,E,A,A,A,A,C,A,A,C,A,B,A,A,Slytherin
3089,A,A,B,A,A,A,A,A,B,A,A,D,A,A,F,E,A,A,A,A,A,C,A,A,A,C,A,Slytherin
3090,A,A,B,A,A,A,A,A,B,A,B,A,A,A,E,A,A,A,A,A,E,A,C,A,C,A,A,Slytherin
3091,A,A,B,A,A,A,A,A,B,A,E,A,E,A,A,A,E,A,A,A,A,A,A,B,A,C,A,Slytherin
3092,A,A,B,A,A,A,A,A,B,A,E,A,A,A,H,A,A,A,D,A,A,A,A,C,C,A,A,Slytherin
3093,A,A,B,A,A,A,A,A,D,E,A,A,A,E,A,A,A,A,D,A,A,C,A,A,B,A,A,Slytherin
3094,A,A,B,A,A,A,A,C,A,A,D,A,A,A,B,A,A,A,D,A,A,A,C,A,A,C,A,Slytherin
3095,A,A,B,A,D,A,A,A,A,A,G,A,A,D,A,D,A,A,A,A,A,A,B,A,B,A,A,Slytherin
3096,A,A,B,A,A,A,E,A,A,A,A,C,A,E,A,A,A,B,A,A,A,A,A,B,A,C,A,Slytherin
3097,A,A,B,A,A,A,E,A,A,A,A,F,A,A,E,A,A,D,A,A,A,A,B,A,C,A,A,Slytherin
3098,A,A,B,A,A,C,A,A,A,A,A,D,C,A,A,A,A,A,A,A,E,B,A,A,A,A,B,Slytherin
3099,A,A,B,A,A,D,A,A,A,A,A,D,A,A,G,A,A,D,A,A,A,B,A,A,B,A,A,Slytherin
3100,A,A,B,A,A,A,A,D,A,A,A,D,F,A,A,A,A,A,A,A,B,A,A,C,A,A,B,Slytherin
3101,A,A,B,A,A,A,A,E,A,C,A,A,D,A,A,E,A,A,A,A,A,A,C,A,B,A,A,Slytherin
3102,A,A,B,A,A,A,A,E,A,A,A,D,C,A,A,A,E,A,A,A,A,A,B,A,A,A,B,Slytherin
3103,A,A,B,A,A,A,A,E,A,A,B,A,A,B,A,A,A,A,A,B,A,A,B,A,A,C,A,Slytherin
3104,A,A,B,A,A,A,A,E,A,A,A,E,F,A,A,A,A,A,A,A,B,A,B,A,C,A,A,Slytherin
3105,A,A,A,B,B,A,A,A,A,A,A,C,G,A,A,A,A,A,A,C,A,A,C,A,A,A,B,Slytherin
3106,A,A,A,B,B,A,A,A,A,A,A,C,A,E,A,A,A,B,A,A,A,C,A,A,B,A,A,Slytherin
3107,A,A,A,B,A,A,C,A,A,A,B,A,A,A,B,C,A,A,A,A,A,A,B,A,C,A,A,Slytherin
3108,A,A,A,B,A,A,C,A,A,A,C,A,A,A,F,A,A,A,D,A,A,A,B,A,A,C,A,Slytherin
3109,A,A,A,B,A,B,A,A,A,A,A,B,A,E,A,A,A,D,A,A,A,B,A,A,A,B,A,Slytherin
3110,A,A,A,B,A,B,A,A,A,A,A,D,A,G,A,A,A,A,A,B,A,A,B,A,A,A,C,Slytherin
3111,A,A,A,B,A,A,A,A,B,G,A,A,A,B,A,A,A,D,A,A,A,A,B,A,A,C,A,Slytherin
3112,A,A,A,B,A,A,A,A,C,F,A,A,A,A,F,A,A,A,A,A,B,A,A,B,C,A,A,Slytherin
3113,A,A,A,B,A,A,A,A,C,F,A,A,A,A,F,A,A,A,A,A,B,A,B,A,A,A,C,Slytherin
3114,A,A,A,B,A,A,A,C,A,A,A,B,A,A,D,A,A,A,E,A,A,A,A,C,A,C,A,Slytherin
3115,A,A,A,B,A,A,E,A,A,B,A,A,A,F,A,A,A,A,D,A,A,A,A,C,C,A,A,Slytherin
3116,A,A,A,B,A,A,E,A,A,A,E,A,C,A,A,A,A,A,A,B,A,A,B,A,A,A,B,Slytherin
3117,A,A,A,B,A,C,A,A,A,D,A,A,A,E,A,A,A,A,D,A,A,C,A,A,A,C,A,Slytherin
3118,A,A,A,B,A,C,A,A,A,A,C,A,A,G,A,C,A,A,A,A,A,A,B,A,C,A,A,Slytherin
3119,A,A,A,B,E,A,A,A,A,A,F,A,G,A,A,A,C,A,A,A,A,C,A,A,B,A,A,Slytherin
3120,A,A,A,B,A,D,A,A,A,A,A,C,C,A,A,A,A,E,A,A,A,A,B,A,A,A,C,Slytherin
3121,A,A,A,B,A,D,A,A,A,A,C,A,F,A,A,A,A,A,A,C,A,A,B,A,A,C,A,Slytherin
3122,A,A,A,B,A,D,A,A,A,A,G,A,A,E,A,C,A,A,A,A,A,A,B,A,B,A,A,Slytherin
3123,A,A,A,B,A,E,A,A,A,C,A,A,A,A,F,A,A,A,A,A,B,C,A,A,A,C,A,Slytherin
3124,A,A,A,B,A,E,A,A,A,C,A,A,A,E,A,A,A,D,A,A,A,C,A,A,A,A,C,Slytherin
3125,A,A,A,B,A,E,A,A,A,A,A,F,A,D,A,A,B,A,A,A,A,A,B,A,A,A,B,Slytherin
3126,A,A,A,B,A,E,A,A,A,A,F,A,A,H,A,A,A,A,C,A,A,A,B,A,B,A,A,Slytherin
3127,A,A,A,B,A,A,A,D,A,A,C,A,A,A,F,A,A,C,A,A,A,A,B,A,C,A,A,Slytherin
3128,A,A,A,B,A,A,A,D,A,F,A,A,A,F,A,A,D,A,A,A,A,A,B,A,C,A,A,Slytherin
3129,A,A,A,B,A,A,A,E,A,A,E,A,A,A,E,A,E,A,A,A,A,A,A,C,A,A,B,Slytherin
3130,B,A,A,A,B,A,A,A,A,A,A,B,D,A,A,A,A,D,A,A,A,A,B,A,A,A,B,Slytherin
3131,B,A,A,A,B,A,A,A,A,A,A,C,A,A,B,A,A,A,E,A,A,A,A,C,A,A,B,Slytherin
3132,B,A,A,A,A,A,A,B,A,A,E,A,G,A,A,A,A,A,A,A,B,A,B,A,A,A,B,Slytherin
3133,B,A,A,A,A,A,B,A,A,A,G,A,C,A,A,A,A,A,C,A,A,C,A,A,B,A,A,Slytherin
3134,B,A,A,A,A,A,C,A,A,A,A,D,A,E,A,A,E,A,A,A,A,B,A,A,A,C,A,Slytherin
3135,B,A,A,A,A,A,C,A,A,D,A,A,A,E,A,A,A,A,A,B,A,A,A,C,B,A,A,Slytherin
3136,B,A,A,A,A,A,A,A,B,A,A,B,A,E,A,A,A,A,C,A,A,C,A,A,A,A,C,Slytherin
3137,B,A,A,A,A,A,A,A,B,A,A,C,A,G,A,A,A,A,A,B,A,B,A,A,B,A,A,Slytherin
3138,B,A,A,A,A,A,A,A,B,A,A,D,A,A,B,A,A,A,C,A,A,B,A,A,B,A,A,Slytherin
3139,B,A,A,A,A,A,A,A,B,D,A,A,A,A,B,A,E,A,A,A,A,A,A,C,A,A,C,Slytherin
3140,B,A,A,A,A,A,A,A,B,A,F,A,A,E,A,A,A,A,A,A,D,A,A,C,B,A,A,Slytherin
3141,B,A,A,A,A,A,A,A,B,A,G,A,A,E,A,A,E,A,A,A,A,A,B,A,B,A,A,Slytherin
3142,B,A,A,A,A,A,A,A,C,A,G,A,A,A,E,A,A,D,A,A,A,A,B,A,B,A,A,Slytherin
3143,B,A,A,A,A,A,A,A,D,A,C,A,F,A,A,A,E,A,A,A,A,A,B,A,A,C,A,Slytherin
3144,B,A,A,A,A,A,E,A,A,A,B,A,A,E,A,A,A,A,A,A,E,C,A,A,C,A,A,Slytherin
3145,B,A,A,A,A,A,E,A,A,F,A,A,A,A,H,A,A,A,A,A,E,A,A,C,A,A,B,Slytherin
3146,B,A,A,A,A,C,A,A,A,A,A,D,A,A,B,A,A,A,A,B,A,A,A,C,B,A,A,Slytherin
3147,B,A,A,A,A,C,A,A,A,D,A,A,A,E,A,A,A,A,A,B,A,A,A,C,A,C,A,Slytherin
3148,B,A,A,A,A,C,A,A,A,A,F,A,A,A,H,A,A,A,D,A,A,A,A,B,B,A,A,Slytherin
3149,B,A,A,A,A,C,A,A,A,F,A,A,F,A,A,A,A,A,A,A,D,C,A,A,B,A,A,Slytherin
3150,B,A,A,A,E,A,A,A,A,A,A,C,A,F,A,A,A,C,A,A,A,A,B,A,C,A,A,Slytherin
3151,B,A,A,A,A,D,A,A,A,C,A,A,A,A,D,A,A,A,A,A,D,A,B,A,A,C,A,Slytherin
3152,B,A,A,A,A,D,A,A,A,A,D,A,A,F,A,A,A,A,D,A,A,C,A,A,B,A,A,Slytherin
3153,B,A,A,A,A,A,A,A,E,A,E,A,A,A,D,A,A,A,A,C,A,C,A,A,A,C,A,Slytherin
3154,B,A,A,A,A,A,A,E,A,A,A,D,A,A,B,A,A,A,A,A,D,A,A,C,A,A,C,Slytherin
3155,B,A,A,A,A,A,A,E,A,A,A,D,B,A,A,A,A,A,A,B,A,A,C,A,A,C,A,Slytherin
3156,B,A,A,A,A,A,A,E,A,A,A,D,A,E,A,A,A,A,A,B,A,A,A,C,A,C,A,Slytherin
3157,B,A,A,A,A,A,A,E,A,A,A,D,A,E,A,A,A,A,A,A,D,B,A,A,A,C,A,Slytherin
3158,B,A,A,A,A,A,A,E,A,D,A,A,A,E,A,A,A,A,A,B,A,B,A,A,B,A,A,Slytherin
3159,B,A,A,A,A,A,A,E,A,A,F,A,B,A,A,D,A,A,A,A,A,A,A,C,A,A,C,Slytherin
3160,B,A,A,A,A,A,A,E,A,A,F,A,A,E,A,A,E,A,A,A,A,B,A,A,B,A,A,Slytherin
3161,A,A,A,C,B,A,A,A,A,A,A,C,A,A,D,A,A,B,A,A,A,A,A,C,B,A,A,Slytherin
3162,A,A,A,C,B,A,A,A,A,E,A,A,A,C,A,A,A,A,A,A,D,C,A,A,B,A,A,Slytherin
3163,A,A,A,C,A,A,A,B,A,A,F,A,A,D,A,A,A,A,B,A,A,C,A,A,A,A,B,Slytherin
3164,A,A,A,C,A,A,B,A,A,B,A,A,C,A,A,A,A,A,A,A,D,C,A,A,A,A,C,Slytherin
3165,A,A,A,C,C,A,A,A,A,A,C,A,A,G,A,A,A,A,D,A,A,A,B,A,C,A,A,Slytherin
3166,A,A,A,C,A,A,D,A,A,C,A,A,A,A,B,A,A,A,A,D,A,C,A,A,A,B,A,Slytherin
3167,A,A,A,C,A,A,D,A,A,A,E,A,A,A,F,A,A,A,D,A,A,A,A,C,B,A,A,Slytherin
3168,A,A,A,C,A,B,A,A,A,A,A,B,A,A,E,A,A,E,A,A,A,A,C,A,A,A,B,Slytherin
3169,A,A,A,C,A,B,A,A,A,A,A,C,A,A,B,A,A,A,A,A,D,A,B,A,A,C,A,Slytherin
3170,A,A,A,C,A,B,A,A,A,A,A,D,A,A,H,A,A,A,A,C,A,C,A,A,A,B,A,Slytherin
3171,A,A,A,C,A,B,A,A,A,A,G,A,C,A,A,A,A,A,A,B,A,C,A,A,A,A,B,Slytherin
3172,A,A,A,C,A,B,A,A,A,A,G,A,E,A,A,A,A,A,A,A,E,A,A,C,B,A,A,Slytherin
3173,A,A,A,C,A,A,A,A,B,A,A,B,A,A,E,A,A,A,A,A,D,B,A,A,A,C,A,Slytherin
3174,A,A,A,C,A,A,A,A,B,A,A,B,E,A,A,A,A,A,B,A,A,A,A,C,A,C,A,Slytherin
3175,A,A,A,C,A,A,A,A,B,A,A,B,E,A,A,A,A,A,A,C,A,A,B,A,A,A,B,Slytherin
3176,A,A,A,C,A,A,A,A,B,C,A,A,D,A,A,A,A,B,A,A,A,C,A,A,A,B,A,Slytherin
3177,A,A,A,C,A,A,A,A,B,A,A,C,A,G,A,A,A,B,A,A,A,A,A,C,A,A,C,Slytherin
3178,A,A,A,C,A,A,A,A,B,A,A,F,E,A,A,B,A,A,A,A,A,C,A,A,B,A,A,Slytherin
3179,A,A,A,C,A,A,A,A,B,A,F,A,A,C,A,C,A,A,A,A,A,C,A,A,A,A,B,Slytherin
3180,A,A,A,C,A,A,A,A,C,A,F,A,B,A,A,A,A,A,B,A,A,A,A,C,A,C,A,Slytherin
3181,A,A,A,C,A,A,A,A,C,A,G,A,A,A,E,A,A,A,A,E,A,C,A,A,A,A,B,Slytherin
3182,A,A,A,C,A,A,A,A,D,A,B,A,A,D,A,A,D,A,A,A,A,B,A,A,C,A,A,Slytherin
3183,A,A,A,C,A,A,A,A,D,A,C,A,A,A,D,A,A,A,A,A,C,C,A,A,A,A,C,Slytherin
3184,A,A,A,C,A,A,A,C,A,B,A,A,A,A,F,A,A,A,A,A,B,A,C,A,A,A,B,Slytherin
3185,A,A,A,C,A,A,A,C,A,A,F,A,E,A,A,A,A,A,A,D,A,A,A,C,C,A,A,Slytherin
3186,A,A,A,C,D,A,A,A,A,A,A,D,A,C,A,A,A,A,A,A,E,C,A,A,A,A,B,Slytherin
3187,A,A,A,C,A,A,E,A,A,A,A,B,A,D,A,D,A,A,A,A,A,B,A,A,C,A,A,Slytherin
3188,A,A,A,C,A,A,E,A,A,C,A,A,A,A,E,A,B,A,A,A,A,A,A,C,A,A,B,Slytherin
3189,A,A,A,C,A,C,A,A,A,A,F,A,C,A,A,A,A,A,B,A,A,A,A,C,A,A,C,Slytherin
3190,A,A,A,C,E,A,A,A,A,A,A,B,E,A,A,A,A,D,A,A,A,A,A,C,A,A,B,Slytherin
3191,A,A,A,C,E,A,A,A,A,E,A,A,A,A,H,A,A,D,A,A,A,C,A,A,B,A,A,Slytherin
3192,A,A,A,C,E,A,A,A,A,A,F,A,C,A,A,A,A,A,D,A,A,C,A,A,A,B,A,Slytherin
3193,A,A,A,C,E,A,A,A,A,A,F,A,C,A,A,A,A,A,A,A,D,A,A,C,A,C,A,Slytherin
3194,A,A,A,C,E,A,A,A,A,A,F,A,A,A,E,A,A,A,D,A,A,C,A,A,A,B,A,Slytherin
3195,A,A,A,C,E,A,A,A,A,F,A,A,C,A,A,A,A,A,A,A,E,A,C,A,A,A,B,Slytherin
3196,A,A,A,C,A,D,A,A,A,A,A,D,F,A,A,A,A,A,E,A,A,A,A,C,B,A,A,Slytherin
3197,A,A,A,C,A,D,A,A,A,A,F,A,C,A,A,D,A,A,A,A,A,A,A,C,A,A,B,Slytherin
3198,A,A,A,C,A,E,A,A,A,A,A,D,A,A,B,A,A,A,A,C,A,A,B,A,A,A,B,Slytherin
3199,A,A,A,C,A,E,A,A,A,D,A,A,A,D,A,A,C,A,A,A,A,A,C,A,B,A,A,Slytherin
3200,A,A,A,C,A,A,A,A,E,A,A,E,A,A,B,A,A,A,A,A,E,A,A,C,A,A,B,Slytherin
3201,A,A,A,C,A,A,A,E,A,A,A,B,A,B,A,A,A,D,A,A,A,A,B,A,A,A,C,Slytherin
3202,A,A,A,C,A,A,A,E,A,A,A,B,A,A,F,A,A,A,C,A,A,A,C,A,C,A,A,Slytherin
3203,A,A,A,C,A,A,A,E,A,A,F,A,A,B,A,A,A,A,A,E,A,A,A,C,A,A,C,Slytherin
3204,A,A,A,C,A,A,A,E,A,A,G,A,C,A,A,A,A,E,A,A,A,C,A,A,B,A,A,Slytherin
3205,A,A,A,C,A,A,A,E,A,A,G,A,A,E,A,A,A,A,B,A,A,C,A,A,B,A,A,Slytherin
3206,A,A,A,C,A,A,A,E,A,A,G,A,A,E,A,A,A,D,A,A,A,A,A,C,B,A,A,Slytherin
3207,C,A,A,A,A,A,A,B,A,A,B,A,A,A,H,A,D,A,A,A,A,C,A,A,A,A,C,Slytherin
3208,C,A,A,A,A,A,A,B,A,A,A,E,A,B,A,A,A,A,D,A,A,C,A,A,A,A,B,Slytherin
3209,C,A,A,A,A,A,A,B,A,A,E,A,A,A,H,A,A,A,A,A,C,A,B,A,A,A,B,Slytherin
3210,C,A,A,A,A,A,A,B,A,A,F,A,A,E,A,A,D,A,A,A,A,B,A,A,A,B,A,Slytherin
3211,C,A,A,A,A,A,B,A,A,B,A,A,F,A,A,A,A,A,D,A,A,A,A,B,A,C,A,Slytherin
3212,C,A,A,A,A,A,B,A,A,A,A,C,D,A,A,A,B,A,A,A,A,A,B,A,A,C,A,Slytherin
3213,C,A,A,A,A,A,B,A,A,A,C,A,C,A,A,A,A,A,A,A,B,A,A,C,A,A,B,Slytherin
3214,C,A,A,A,C,A,A,A,A,A,A,B,A,A,E,B,A,A,A,A,A,C,A,A,A,A,B,Slytherin
3215,C,A,A,A,C,A,A,A,A,A,A,B,A,A,E,B,A,A,A,A,A,C,A,A,B,A,A,Slytherin
3216,C,A,A,A,C,A,A,A,A,D,A,A,A,E,A,A,A,D,A,A,A,C,A,A,B,A,A,Slytherin
3217,C,A,A,A,A,A,D,A,A,A,A,D,E,A,A,A,A,A,A,E,A,A,C,A,B,A,A,Slytherin
3218,C,A,A,A,A,B,A,A,A,A,A,B,A,E,A,D,A,A,A,A,A,A,A,C,C,A,A,Slytherin
3219,C,A,A,A,A,B,A,A,A,A,A,C,B,A,A,A,C,A,A,A,A,C,A,A,B,A,A,Slytherin
3220,C,A,A,A,A,B,A,A,A,A,A,D,A,D,A,C,A,A,A,A,A,B,A,A,A,C,A,Slytherin
3221,C,A,A,A,A,B,A,A,A,D,A,A,A,A,G,A,A,D,A,A,A,C,A,A,A,C,A,Slytherin
3222,C,A,A,A,A,A,A,A,B,A,A,B,A,D,A,A,C,A,A,A,A,B,A,A,A,C,A,Slytherin
3223,C,A,A,A,A,A,A,A,B,A,A,B,D,A,A,A,A,A,A,B,A,A,B,A,A,C,A,Slytherin
3224,C,A,A,A,A,A,A,A,B,A,A,B,F,A,A,C,A,A,A,A,A,A,B,A,A,C,A,Slytherin
3225,C,A,A,A,A,A,A,A,B,A,A,C,D,A,A,A,A,D,A,A,A,B,A,A,B,A,A,Slytherin
3226,C,A,A,A,A,A,A,A,B,A,A,D,C,A,A,A,A,A,A,A,B,A,A,B,A,A,C,Slytherin
3227,C,A,A,A,A,A,A,A,B,A,C,A,A,G,A,A,A,A,A,B,A,C,A,A,B,A,A,Slytherin
3228,C,A,A,A,A,A,A,A,B,A,D,A,A,F,A,E,A,A,A,A,A,A,A,B,B,A,A,Slytherin
3229,C,A,A,A,A,A,A,A,B,A,E,A,A,A,E,A,B,A,A,A,A,A,A,C,A,C,A,Slytherin
3230,C,A,A,A,A,A,A,A,B,A,G,A,B,A,A,B,A,A,A,A,A,A,A,C,A,A,B,Slytherin
3231,C,A,A,A,A,A,A,A,B,A,G,A,A,E,A,C,A,A,A,A,A,A,B,A,B,A,A,Slytherin
3232,C,A,A,A,A,A,A,A,D,A,A,B,C,A,A,A,A,A,B,A,A,C,A,A,A,B,A,Slytherin
3233,C,A,A,A,A,A,A,C,A,D,A,A,A,A,H,A,A,A,D,A,A,A,B,A,A,C,A,Slytherin
3234,C,A,A,A,A,A,A,C,A,A,E,A,A,A,B,A,A,A,A,E,A,C,A,A,A,A,B,Slytherin
3235,C,A,A,A,A,A,A,C,A,G,A,A,A,A,B,A,A,A,A,A,E,A,A,C,B,A,A,Slytherin
3236,C,A,A,A,A,A,A,C,A,A,G,A,F,A,A,A,A,A,D,A,A,B,A,A,A,A,B,Slytherin
3237,C,A,A,A,A,A,E,A,A,A,A,B,A,A,B,A,B,A,A,A,A,A,B,A,A,A,C,Slytherin
3238,C,A,A,A,A,A,E,A,A,A,A,B,A,A,D,A,A,A,D,A,A,C,A,A,A,B,A,Slytherin
3239,C,A,A,A,A,A,E,A,A,A,A,D,C,A,A,A,E,A,A,A,A,A,A,C,A,C,A,Slytherin
3240,C,A,A,A,A,A,E,A,A,A,A,D,D,A,A,A,A,B,A,A,A,A,B,A,C,A,A,Slytherin
3241,C,A,A,A,A,A,E,A,A,A,E,A,A,E,A,D,A,A,A,A,A,A,A,C,A,C,A,Slytherin
3242,C,A,A,A,A,C,A,A,A,C,A,A,G,A,A,A,A,A,C,A,A,A,A,C,A,A,B,Slytherin
3243,C,A,A,A,A,C,A,A,A,C,A,A,A,F,A,D,A,A,A,A,A,A,B,A,A,A,B,Slytherin
3244,C,A,A,A,A,C,A,A,A,A,C,A,E,A,A,A,A,A,A,C,A,A,B,A,A,B,A,Slytherin
3245,C,A,A,A,A,C,A,A,A,F,A,A,C,A,A,A,A,A,A,A,E,A,C,A,A,A,B,Slytherin
3246,C,A,A,A,A,C,A,A,A,F,A,A,A,D,A,A,A,A,A,C,A,A,A,B,A,A,B,Slytherin
3247,C,A,A,A,E,A,A,A,A,A,A,B,C,A,A,A,C,A,A,A,A,A,B,A,A,C,A,Slytherin
3248,C,A,A,A,A,D,A,A,A,A,A,B,C,A,A,A,A,A,A,D,A,A,B,A,A,A,C,Slytherin
3249,C,A,A,A,A,D,A,A,A,A,A,B,A,H,A,A,A,A,D,A,A,C,A,A,A,A,B,Slytherin
3250,C,A,A,A,A,D,A,A,A,A,A,C,C,A,A,A,A,A,A,E,A,C,A,A,B,A,A,Slytherin
3251,C,A,A,A,A,D,A,A,A,A,B,A,C,A,A,A,A,B,A,A,A,A,B,A,C,A,A,Slytherin
3252,C,A,A,A,A,D,A,A,A,A,A,E,A,A,E,A,B,A,A,A,A,A,A,C,A,A,B,Slytherin
3253,C,A,A,A,A,D,A,A,A,A,G,A,A,A,E,A,B,A,A,A,A,C,A,A,B,A,A,Slytherin
3254,C,A,A,A,A,E,A,A,A,A,A,C,A,E,A,C,A,A,A,A,A,C,A,A,A,A,B,Slytherin
3255,C,A,A,A,A,A,A,E,A,B,A,A,C,A,A,E,A,A,A,A,A,A,A,C,A,C,A,Slytherin
3256,C,A,A,A,A,A,A,E,A,A,B,A,C,A,A,A,A,A,B,A,A,B,A,A,A,C,A,Slytherin
3257,A,A,C,A,B,A,A,A,A,D,A,A,C,A,A,A,A,A,A,C,A,A,B,A,A,C,A,Slytherin
3258,A,A,C,A,C,A,A,A,A,C,A,A,A,G,A,E,A,A,A,A,A,A,B,A,B,A,A,Slytherin
3259,A,A,C,A,A,B,A,A,A,A,A,B,B,A,A,C,A,A,A,A,A,C,A,A,A,A,C,Slytherin
3260,A,A,C,A,A,B,A,A,A,C,A,A,G,A,A,A,A,A,E,A,A,B,A,A,C,A,A,Slytherin
3261,A,A,C,A,A,B,A,A,A,D,A,A,A,E,A,A,A,A,A,B,A,C,A,A,B,A,A,Slytherin
3262,A,A,C,A,A,B,A,A,A,E,A,A,G,A,A,A,A,D,A,A,A,A,A,C,A,C,A,Slytherin
3263,A,A,C,A,A,B,A,A,A,A,B,A,A,B,A,A,A,A,A,B,A,A,A,C,A,C,A,Slytherin
3264,A,A,C,A,A,B,A,A,A,A,B,A,A,C,A,A,A,D,A,A,A,C,A,A,A,C,A,Slytherin
3265,A,A,C,A,A,B,A,A,A,A,B,A,A,E,A,A,C,A,A,A,A,C,A,A,A,C,A,Slytherin
3266,A,A,C,A,A,B,A,A,A,A,E,A,A,A,H,A,A,E,A,A,A,C,A,A,B,A,A,Slytherin
3267,A,A,C,A,A,B,A,A,A,A,E,A,A,G,A,A,B,A,A,A,A,C,A,A,B,A,A,Slytherin
3268,A,A,C,A,A,B,A,A,A,A,G,A,B,A,A,A,A,B,A,A,A,A,B,A,A,A,B,Slytherin
